text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
RT @soft_rumpus: The @playdate is to cute! It would have made a good BMO cousin #b3d #Blender3d https://t.co/7y7SI4YCWn,FALSE,0,NA,2019-08-08 18:28,FALSE,NA,1.15953E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",_Mdk7_,50,TRUE,FALSE,NA,NA
"Brian Belski, chief investment strategist at BMO Capital Markets, says that it’s too early to call Bitcoin a safe h… https://t.co/agace88YBh",FALSE,0,NA,2019-08-08 18:27,TRUE,NA,1.15953E+18,NA,"<a href=\https://ifttt.com\"" rel=\""nofollow\"">IFTTT</a>""",cryptotothemoo1,0,FALSE,FALSE,NA,NA
"Brian Belski, chief investment strategist at BMO Capital Markets, says that it’s too early to call Bitcoin a safe h… https://t.co/R4HamS0qXi",FALSE,1,NA,2019-08-08 18:27,TRUE,NA,1.15953E+18,NA,"<a href=\https://ifttt.com\"" rel=\""nofollow\"">IFTTT</a>""",cryptogryphon,0,FALSE,FALSE,NA,NA
"RT @Cointelegraph: Brian Belski, chief investment strategist at BMO Capital Markets, says that it’s too early to call Bitcoin a safe haven.…",FALSE,0,NA,2019-08-08 18:27,FALSE,NA,1.15953E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",ARedmon2,8,TRUE,FALSE,NA,NA
RT @soft_rumpus: The @playdate is to cute! It would have made a good BMO cousin #b3d #Blender3d https://t.co/7y7SI4YCWn,FALSE,0,NA,2019-08-08 18:27,FALSE,NA,1.15953E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",Spolfaret,50,TRUE,FALSE,NA,NA
RT @soft_rumpus: The @playdate is to cute! It would have made a good BMO cousin #b3d #Blender3d https://t.co/7y7SI4YCWn,FALSE,0,NA,2019-08-08 18:27,FALSE,NA,1.15953E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",playdate,50,TRUE,FALSE,NA,NA
"@soft_rumpus @cabel True story: we hired a guy named Dakota to help us with manufacturing support (test jigs, etc.)… https://t.co/PTarTq4A1Z",FALSE,24,soft_rumpus,2019-08-08 18:27,TRUE,1.15915E+18,1.15953E+18,605106350,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",playdate,2,FALSE,FALSE,NA,NA
"Brian Belski, chief investment strategist at BMO Capital Markets, says that it’s too early to call Bitcoin a safe h… https://t.co/fGSMsGeXcG",FALSE,25,NA,2019-08-08 18:26,TRUE,NA,1.15953E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",Cointelegraph,8,FALSE,FALSE,NA,NA
"RT @AriLennox: BMO video out now!!! <U+0001F60D> 

https://t.co/lfCs1XLaQN https://t.co/AO4jqJtGWP",FALSE,0,NA,2019-08-08 18:26,FALSE,NA,1.15953E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",kanekanesugaman,18475,TRUE,FALSE,NA,NA
"RT @AriLennox: BMO video out now!!! <U+0001F60D> 

https://t.co/lfCs1XLaQN https://t.co/AO4jqJtGWP",FALSE,0,NA,2019-08-08 18:24,FALSE,NA,1.15953E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",__BKGold,18475,TRUE,FALSE,NA,NA
"RT @LongInitiative: ANNOUNCING our next Roundtable Event, November 8 at @QUBManagement: Confronting the Productivity Challenge. Keynote: An…",FALSE,0,NA,2019-08-08 18:19,FALSE,NA,1.15953E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",DianeCoyle1859,7,TRUE,FALSE,NA,NA
RT @soft_rumpus: The @playdate is to cute! It would have made a good BMO cousin #b3d #Blender3d https://t.co/7y7SI4YCWn,FALSE,0,NA,2019-08-08 18:19,FALSE,NA,1.15953E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",legobutts,50,TRUE,FALSE,NA,NA
"RT @AriLennox: BMO video out now!!! <U+0001F60D> 

https://t.co/lfCs1XLaQN https://t.co/AO4jqJtGWP",FALSE,0,NA,2019-08-08 18:17,FALSE,NA,1.15953E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",strngeoreoadict,18475,TRUE,FALSE,NA,NA
@StephaniedeJag3 It’s legit. Capital One was hacked bad. My buddy got this and cancelled his card and moved to BMO.… https://t.co/vghsOfDdLC,FALSE,2,StephaniedeJag3,2019-08-08 18:17,TRUE,1.15952E+18,1.15953E+18,8.28822E+17,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",donfazool,0,FALSE,FALSE,NA,NA
"@BMO Sending me a notice is not me authorizing the changes to my account. Why doesn't the basic (\Practical\"") plan… https://t.co/YK2CuVsCmL""",FALSE,0,BMO,2019-08-08 18:17,TRUE,1.15915E+18,1.15953E+18,222249603,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",tvaddict365,0,FALSE,FALSE,NA,NA
"@rockerTFC @BenZlotnik @BMO_GroundsDept @cousin_alex @jadach08 @TruGreen bro, it works.",FALSE,0,rockerTFC,2019-08-08 18:16,FALSE,1.15952E+18,1.15953E+18,136358880,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",KWSchilke,0,FALSE,FALSE,NA,NA
RT @mefeater: Visuals from Ari Lennox’s new music video “BMO”! <U+0001F929> https://t.co/rCTn8DvcM2,FALSE,0,NA,2019-08-08 18:16,FALSE,NA,1.15953E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",bangalidoll,1918,TRUE,FALSE,NA,NA
RT @RUZoneLearning: The @RyersonDMZ is partnering with @BMO for the #SmallBusinessBankingChallenge! This 2-day event in October will offer…,FALSE,0,NA,2019-08-08 18:12,FALSE,NA,1.15953E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",AngelaMSci,4,TRUE,FALSE,NA,NA
RT @IrgensPartners: Redefining progress at the new BMO Tower and 770 North. Learn more about the project and leasing options available: htt…,FALSE,0,NA,2019-08-08 18:12,FALSE,NA,1.15953E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",FirstPathway,3,TRUE,FALSE,NA,NA
"RT @AriLennox: BMO video out now!!! <U+0001F60D> 

https://t.co/lfCs1XLaQN https://t.co/AO4jqJtGWP",FALSE,0,NA,2019-08-08 18:12,FALSE,NA,1.15953E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",NiyasWorrlld,18475,TRUE,FALSE,NA,NA
"RT @AriLennox: BMO video out now!!! <U+0001F60D> 

https://t.co/lfCs1XLaQN https://t.co/AO4jqJtGWP",FALSE,0,NA,2019-08-08 18:12,FALSE,NA,1.15953E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",smhtokio,18475,TRUE,FALSE,NA,NA
"$BMO:

BMO InvestorLine President: ‘The More Innovation In This Space …:

https://t.co/WbZEn1uNCS",FALSE,0,NA,2019-08-08 18:12,FALSE,NA,1.15953E+18,NA,"<a href=\http://www.newsflowing.com\"" rel=\""nofollow\"">NFIG</a>""",newswithvalue,0,FALSE,FALSE,NA,NA
"RT @LongInitiative: ANNOUNCING our next Roundtable Event, November 8 at @QUBManagement: Confronting the Productivity Challenge. Keynote: An…",FALSE,0,NA,2019-08-08 18:08,FALSE,NA,1.15953E+18,NA,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",jheSOLUTIONS,7,TRUE,FALSE,NA,NA
"Happy #InternationalCatDay <U+0001F43E>

Here is #BMO with some soothing purrs... https://t.co/HccNLVUb1P",FALSE,7,NA,2019-08-08 18:05,FALSE,NA,1.15953E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",GurlwithGun,0,FALSE,FALSE,NA,NA
"Another day! It's August 08, 2019 at 11:00AM. #MembersGetIt #RewardsPoints #FindYourRoute #MRpoints.",FALSE,0,NA,2019-08-08 18:00,FALSE,NA,1.15952E+18,NA,"<a href=\https://ifttt.com\"" rel=\""nofollow\"">IFTTT</a>""",la_bmo,0,FALSE,FALSE,NA,NA
"RT @LongInitiative: ANNOUNCING our next Roundtable Event, November 8 at @QUBManagement: Confronting the Productivity Challenge. Keynote: An…",FALSE,0,NA,2019-08-08 17:56,FALSE,NA,1.15952E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",Dr_LBM,7,TRUE,FALSE,NA,NA
"RT @realtonytigerr: okay hear me out:

a glory hole but for holding hands",FALSE,0,NA,2019-08-08 17:55,FALSE,NA,1.15952E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",BMO_theDalek,374,TRUE,FALSE,NA,NA
RT @youtubemusic: Your summertime crush anthem <U+0001F497> @AriLennox’s BMO video is here <U+2192> https://t.co/axDdufyqtK https://t.co/uCHJo889yb,FALSE,0,NA,2019-08-08 17:55,FALSE,NA,1.15952E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",keemoniofficial,60,TRUE,FALSE,NA,NA
$LK 16-Aug-19 ATM Implied Volatility is down -1.5% to 128.0. Straddle Implies a Move of ±16.1%. Earnings Aug 14 BMO. https://t.co/hYsJjp8WR7,FALSE,0,NA,2019-08-08 17:53,FALSE,NA,1.15952E+18,NA,"<a href=\https://marketchameleon.com\"" rel=\""nofollow\"">Market Chameleon Option Trades</a>""",MC_OptionTrades,0,FALSE,FALSE,NA,NA
RT @OPP_WR: #PerthOPP @PerthEastFD and @SPSmediaoffice are reminding seniors of important sessions in @pertheast and @cityofstratford next…,FALSE,0,NA,2019-08-08 17:53,FALSE,NA,1.15952E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",cityofstratford,8,TRUE,FALSE,NA,NA
@dw2essex @BrunoTheBridge @lisamariahoenig @Lava_Louisa @ShlomoIndiana @ErikPlum @european_kate @peteyerry057… https://t.co/a7v9RCJssY,FALSE,0,dw2essex,2019-08-08 17:52,TRUE,1.15951E+18,1.15952E+18,4722917319,"<a href=\http://twitter.com/#!/download/ipad\"" rel=\""nofollow\"">Twitter for iPad</a>""",IanGianni,0,FALSE,FALSE,NA,NA
"RT @AriLennox: BMO video out now!!! <U+0001F60D> 

https://t.co/lfCs1XLaQN https://t.co/AO4jqJtGWP",FALSE,0,NA,2019-08-08 17:52,FALSE,NA,1.15952E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",vossere_,18475,TRUE,FALSE,NA,NA
"RT @ComplexSports: 27 years ago today, the “Dream Team” won gold. <U+0001F947>

The scrimmages were LEGENDARY. 

 https://t.co/6uXSWCGyjG",FALSE,0,NA,2019-08-08 17:52,FALSE,NA,1.15952E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",trillas_bmo,1729,TRUE,FALSE,NA,NA
@BenZlotnik @BMO_GroundsDept @cousin_alex @jadach08 come over and do my lawn now. half dead and full of weeds. sigh.,FALSE,0,BenZlotnik,2019-08-08 17:49,FALSE,1.15952E+18,1.15952E+18,105996230,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",rockerTFC,0,FALSE,FALSE,NA,NA
"@steeletalk Hi Lynda,  Call them and ask them to spell out each benefit, item by item.  You may be paying for somet… https://t.co/CNq3lMG5NV",FALSE,0,steeletalk,2019-08-08 17:46,TRUE,1.15913E+18,1.15952E+18,22680659,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",dleblanc333,0,FALSE,FALSE,NA,NA
"Aurora Cannabis $ACB Stock Could Blast Higher by Another 25%, Says BMO
https://t.co/H3ULe6Z7mT",FALSE,2,NA,2019-08-08 17:46,FALSE,NA,1.15952E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",EquityInsightCA,0,FALSE,FALSE,NA,NA
RT @joshmukendi_: Sound like a friendship to me https://t.co/bmiR67hI01,FALSE,0,NA,2019-08-08 17:46,FALSE,NA,1.15952E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",trillas_bmo,16,TRUE,FALSE,NA,NA
"@AriLennox is Pure Gold. 
I been 
Whipped cream &amp; BMO are my favvvvvsss",FALSE,0,AriLennox,2019-08-08 17:45,FALSE,NA,1.15952E+18,39878074,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Lyrically_Sexy,0,FALSE,FALSE,NA,NA
@kheyrajazmynxo Follow up perk: you are bound to find a BMO atm anywhere you go,FALSE,1,kheyrajazmynxo,2019-08-08 17:42,FALSE,1.15952E+18,1.15952E+18,167468869,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",alessalaposta97,0,FALSE,FALSE,NA,NA
"RT @AriLennox: BMO video out now!!! <U+0001F60D> 

https://t.co/lfCs1XLaQN https://t.co/AO4jqJtGWP",FALSE,0,NA,2019-08-08 17:42,FALSE,NA,1.15952E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",fuckalldat101,18475,TRUE,FALSE,NA,NA
"Yesterday was Mama Ruby's birthday and I made her favorite Disney character, Tinker Bell! I had a wonderful time wi… https://t.co/xdY0DDb2zM",FALSE,0,NA,2019-08-08 17:41,TRUE,NA,1.15952E+18,NA,"<a href=\http://instagram.com\"" rel=\""nofollow\"">Instagram</a>""",Ball00nManX,0,FALSE,FALSE,NA,NA
@AriLennox did that shit in her BMO music video. Bless her <U+0001F629>,FALSE,1,AriLennox,2019-08-08 17:40,FALSE,NA,1.15952E+18,39878074,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",CarrJashayla,0,FALSE,FALSE,NA,NA
Bmo just pissed me off had me waiting all this time.,FALSE,0,NA,2019-08-08 17:39,FALSE,NA,1.15952E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",_barBREdoll_,0,FALSE,FALSE,NA,NA
"RT @AriLennox: BMO video out now!!! <U+0001F60D> 

https://t.co/lfCs1XLaQN https://t.co/AO4jqJtGWP",FALSE,0,NA,2019-08-08 17:38,FALSE,NA,1.15952E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",TonaeLee,18475,TRUE,FALSE,NA,NA
"RT @GOLDBRVCKS: Her: I don’t be crazy over dick 

Her after the dick: https://t.co/OJKIb3M4bI",FALSE,0,NA,2019-08-08 17:37,FALSE,NA,1.15952E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",trillas_bmo,7014,TRUE,FALSE,NA,NA
"RT @AriLennox: BMO video out now!!! <U+0001F60D> 

https://t.co/lfCs1XLaQN https://t.co/AO4jqJtGWP",FALSE,0,NA,2019-08-08 17:37,FALSE,NA,1.15952E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",calvinhall4,18475,TRUE,FALSE,NA,NA
RT @BenZlotnik: Much welcomed rain and clouds today. Crew has both properties looking sharp ahead a busy week coming up @BMO_GroundsDept @c…,FALSE,0,NA,2019-08-08 17:35,FALSE,NA,1.15952E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",cousin_alex,4,TRUE,FALSE,NA,NA
RT @AriLennox: BMO video out now!!! <U+0001F60D>,FALSE,0,NA,2019-08-08 17:34,FALSE,NA,1.15952E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",AMYY__JUAREZZ,167,TRUE,FALSE,NA,NA
Much welcomed rain and clouds today. Crew has both properties looking sharp ahead a busy week coming up… https://t.co/TsXU4lQQtu,FALSE,35,NA,2019-08-08 17:34,TRUE,NA,1.15952E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",BenZlotnik,4,FALSE,FALSE,NA,NA
"kudos to people who use body paint a lot
| <U+0001F4F8>: @blanksnowphotography |
 #cartoonnetwork #adventuretime… https://t.co/YsFQuDg65u",FALSE,0,NA,2019-08-08 17:32,TRUE,NA,1.15952E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",CosmerArt,0,FALSE,FALSE,NA,NA
RT @Weg__: Since we are here let’s take a look @ this other gem from when my nephew was younger <U+0001F62D> https://t.co/ocloRa1CHT,FALSE,0,NA,2019-08-08 17:30,FALSE,NA,1.15952E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",trillas_bmo,1900,TRUE,FALSE,NA,NA
RT @youtubemusic: Your summertime crush anthem <U+0001F497> @AriLennox’s BMO video is here <U+2192> https://t.co/axDdufyqtK https://t.co/uCHJo889yb,FALSE,0,NA,2019-08-08 17:30,FALSE,NA,1.15952E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",LolaPie71399629,60,TRUE,FALSE,NA,NA
RT @Weg__: My nephew was upset so my sister asked him what was wrong and this was his response <U+0001F62D> https://t.co/F4fbUVaaL8,FALSE,0,NA,2019-08-08 17:30,FALSE,NA,1.15952E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",trillas_bmo,15560,TRUE,FALSE,NA,NA
Literally only got a BMO account for school + the SPC card and the fact that they discontinued that is insulting,FALSE,5,NA,2019-08-08 17:29,FALSE,NA,1.15952E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",kheyrajazmynxo,0,FALSE,FALSE,NA,NA
"RT @AriLennox: BMO video out now!!! <U+0001F60D> 

https://t.co/lfCs1XLaQN https://t.co/AO4jqJtGWP",FALSE,0,NA,2019-08-08 17:28,FALSE,NA,1.15952E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",tishanatoyaa,18475,TRUE,FALSE,NA,NA
"RT @AriLennox: BMO video out now!!! <U+0001F60D> 

https://t.co/lfCs1XLaQN https://t.co/AO4jqJtGWP",FALSE,0,NA,2019-08-08 17:27,FALSE,NA,1.15952E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Dayasweetheart,18475,TRUE,FALSE,NA,NA
"RT @AriLennox: BMO video out now!!! <U+0001F60D> 

https://t.co/lfCs1XLaQN https://t.co/AO4jqJtGWP",FALSE,0,NA,2019-08-08 17:26,FALSE,NA,1.15952E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",QveenBritttt,18475,TRUE,FALSE,NA,NA
"RT @MariosWorld_: Nobody:

ME: https://t.co/QrBX49nqP9",FALSE,0,NA,2019-08-08 17:26,FALSE,NA,1.15952E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",trillas_bmo,2983,TRUE,FALSE,NA,NA
RT @AriLennox: BMO video out now!!! <U+0001F60D>,FALSE,0,NA,2019-08-08 17:24,FALSE,NA,1.15952E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",JuhlisaGalore,167,TRUE,FALSE,NA,NA
@davidn310 Bmo today I’ll be posted,FALSE,0,davidn310,2019-08-08 17:20,FALSE,1.15951E+18,1.15951E+18,291976649,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",mar187,0,FALSE,FALSE,NA,NA
RT @ShitpostRandom: Epic moment https://t.co/qWMAsoZC1k,FALSE,0,NA,2019-08-08 17:20,FALSE,NA,1.15951E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",BMO_guy,17,TRUE,FALSE,NA,NA
"RT @AriLennox: BMO video out now!!! <U+0001F60D> 

https://t.co/lfCs1XLaQN https://t.co/AO4jqJtGWP",FALSE,0,NA,2019-08-08 17:19,FALSE,NA,1.15951E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",OJWesss,18475,TRUE,FALSE,NA,NA
"RT @AriLennox: BMO video out now!!! <U+0001F60D> 

https://t.co/lfCs1XLaQN https://t.co/AO4jqJtGWP",FALSE,0,NA,2019-08-08 17:19,FALSE,NA,1.15951E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",SnaxBig,18475,TRUE,FALSE,NA,NA
"RT @franki_sotelo: Chick-fil-A and in-n-out are also pro Trump and donating to his re election,... but I don’t think y’all are ready for th…",FALSE,0,NA,2019-08-08 17:18,FALSE,NA,1.15951E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",trillas_bmo,45307,TRUE,FALSE,NA,NA
"RT @AriLennox: BMO video out now!!! <U+0001F60D> 

https://t.co/lfCs1XLaQN https://t.co/AO4jqJtGWP",FALSE,0,NA,2019-08-08 17:13,FALSE,NA,1.15951E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",___jusme___,18475,TRUE,FALSE,NA,NA
I wanna do a dance to BMO x @AriLennox .. hmm I may choreograph it myself.,FALSE,0,NA,2019-08-08 17:10,FALSE,NA,1.15951E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",ayo_bliss,0,FALSE,FALSE,NA,NA
"Ha as a t-mobile employee I can honestly say , I BE LAYIN SHIT DOWN <U+0001F5E3><U+0001F602><U+0001F602><U+0001F602> https://t.co/6WAU1i9h20",FALSE,1,NA,2019-08-08 17:10,FALSE,NA,1.15951E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",trillas_bmo,0,FALSE,FALSE,NA,NA
"New #RadarNoir Thread: Missy Elliot gives props to Ari Lennox (\BMO\"" Music Video) https://t.co/LCbP2IpoEx""",FALSE,1,NA,2019-08-08 17:09,FALSE,NA,1.15951E+18,NA,"<a href=\https://zapier.com/\"" rel=\""nofollow\"">Zapier.com</a>""",radarnoir,0,FALSE,FALSE,NA,NA
RT @Essence: .@AriLennox's new music video is <U+0001F525>. https://t.co/UPJIXcl5tf,FALSE,0,NA,2019-08-08 17:06,FALSE,NA,1.15951E+18,NA,"<a href=\http://twitter.com/download/android\"" rel=\""nofollow\"">Twitter for Android</a>""",MaadiHotti,7,TRUE,FALSE,NA,NA
RT @AriLennox: BMO video out now!!! <U+0001F60D>,FALSE,0,NA,2019-08-08 17:05,FALSE,NA,1.15951E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",thetanigelj,167,TRUE,FALSE,NA,NA
BMO Capital Investment Manager: “Too Soon to Call Bitcoin (BTC) a Safe Haven Asset” https://t.co/KDvRPliFG9,FALSE,0,NA,2019-08-08 17:04,FALSE,NA,1.15951E+18,NA,"<a href=\http://localhost.com\"" rel=\""nofollow\"">DeDub TwitterStar Personal RSS</a>""",devnullius,0,FALSE,FALSE,NA,NA
Banking on a holistic approach: BMO offers clients tailored and dedicated service when it comes to private banking. https://t.co/rpNP7pYiMi,FALSE,0,NA,2019-08-08 17:03,FALSE,NA,1.15951E+18,NA,"<a href=\http://hearsaysystems.com\"" rel=\""nofollow\"">Hearsay Social</a>""",PierreGaumond,0,FALSE,FALSE,NA,NA
@NotNanalise @AriLennox I’ve had BMO on repeat all day. She needs to come <U+0001F62D>,FALSE,0,NotNanalise,2019-08-08 17:03,FALSE,1.15951E+18,1.15951E+18,2164621860,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",Ionnafi,0,FALSE,FALSE,NA,NA
"RT @AriLennox: BMO video out now!!! <U+0001F60D> 

https://t.co/lfCs1XLaQN https://t.co/AO4jqJtGWP",FALSE,0,NA,2019-08-08 16:58,FALSE,NA,1.15951E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",PassionsJuice,18475,TRUE,FALSE,NA,NA
"RT @AriLennox: BMO video out now!!! <U+0001F60D> 

https://t.co/lfCs1XLaQN https://t.co/AO4jqJtGWP",FALSE,0,NA,2019-08-08 16:57,FALSE,NA,1.15951E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",mikaylaaheavenn,18475,TRUE,FALSE,NA,NA
The garbanzo beans are cooked: Ari Lennox drops video for “BMO” https://t.co/4HiKEk902w https://t.co/LUUePOLCja,FALSE,0,NA,2019-08-08 16:56,FALSE,NA,1.15951E+18,NA,"<a href=\http://publicize.wp.com/\"" rel=\""nofollow\"">WordPress.com</a>""",WCCG1045FM,0,FALSE,FALSE,NA,NA
BMO Capital Investment Manager: “Too Soon to Call #Bitcoin (#BTC) a #SafeHaven Asset” -  Despite the #massivegrowth… https://t.co/TTuTVco2I3,FALSE,0,NA,2019-08-08 16:55,TRUE,NA,1.15951E+18,NA,"<a href=\https://mobile.twitter.com\"" rel=\""nofollow\"">Twitter Web App</a>""",bitcoinsguide,0,FALSE,FALSE,NA,NA
Stock market investors are fixating on all the wrong things https://t.co/vwCGIIEPrU via @YahooFinance,FALSE,1,NA,2019-08-08 16:54,FALSE,NA,1.15951E+18,NA,"<a href=\http://twitter.com\"" rel=\""nofollow\"">Twitter Web Client</a>""",Japan_kenpou,1,FALSE,FALSE,NA,NA
RT @dap2cool: That BMO for Ari Lennox be having my head bobbin,FALSE,0,NA,2019-08-08 16:52,FALSE,NA,1.15951E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",ammasssss,1,TRUE,FALSE,NA,NA
The most iconic boi is pink <U+0001F440><U+0001F495>#HiTec #Rosa https://t.co/VJc5u6WJll,FALSE,3,NA,2019-08-08 16:49,FALSE,NA,1.15951E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",mafer_bmo,0,FALSE,FALSE,NA,NA
"RT @AriLennox: BMO video out now!!! <U+0001F60D> 

https://t.co/lfCs1XLaQN https://t.co/AO4jqJtGWP",FALSE,0,NA,2019-08-08 16:49,FALSE,NA,1.15951E+18,NA,"<a href=\http://twitter.com/download/iphone\"" rel=\""nofollow\"">Twitter for iPhone</a>""",crystaljayaa_,18475,TRUE,FALSE,NA,NA
